# gapseq version: 1.4.0
# Transporter sequence DB md5sum: b99a77e (2024-11-21)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|D5CJ69|2.A.66.1.22	2.A.66.1.22	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|D5CJ69|2.A.66.1.22	29.561	2.03e-35	136	94	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	146144	144867	transporter
gnl|TC-DB|Q7WZ38|2.A.66.1.37	2.A.66.1.37	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|Q7WZ38|2.A.66.1.37	27.179	2.43e-21	93.6	86	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1231157	1232308	transporter
gnl|TC-DB|Q7WZ38|2.A.66.1.37	2.A.66.1.37	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q7WZ38|2.A.66.1.37	27.179	2.43e-21	93.6	86	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1231157	1232308	transporter
gnl|TC-DB|Q93HR7|2.A.66.1.7	2.A.66.1.7	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|Q93HR7|2.A.66.1.7	20.388	6.66e-12	63.9	93	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1231145	1232371	transporter
gnl|TC-DB|Q93HR7|2.A.66.1.7	2.A.66.1.7	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q93HR7|2.A.66.1.7	20.388	6.66e-12	63.9	93	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1231145	1232371	transporter
gnl|TC-DB|Q93HR7|2.A.66.1.7	2.A.66.1.7	thiamine	EX_cpd00305_e0	rxn09657	gnl|TC-DB|Q93HR7|2.A.66.1.7	20.388	6.66e-12	63.9	93	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1231145	1232371	transporter
gnl|TC-DB|Q6GUB0|2.A.88.1.1	2.A.88.1.1	biotin	EX_cpd00104_e0	rxn09693	gnl|TC-DB|Q6GUB0|2.A.88.1.1	27.922	3.84e-08	48.5	79	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	411252	411707	transporter
gnl|TC-DB|D5ARG8|2.A.88.1.3	2.A.88.1.3	biotin	EX_cpd00104_e0	rxn09693	gnl|TC-DB|D5ARG8|2.A.88.1.3	27.059	5.15e-07	45.4	88	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	411231	411707	transporter
gnl|TC-DB|Q3KLZ8|2.A.88.1.7	2.A.88.1.7	biotin	EX_cpd00104_e0	rxn09693	gnl|TC-DB|Q3KLZ8|2.A.88.1.7	31.694	2.25e-11	58.5	87	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	411207	411722	transporter
gnl|TC-DB|O07620|2.A.88.1.9	2.A.88.1.9	biotin	EX_cpd00104_e0	rxn09693	gnl|TC-DB|O07620|2.A.88.1.9	31.707	1.09e-07	47.4	81	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	411216	411680	transporter
gnl|TC-DB|P44513|3.A.1.10.3	3.A.1.10.3	iron	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|P44513|3.A.1.10.3	35.110	3.60e-39	144	88	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1672666	1673595	transporter
gnl|TC-DB|P44513|3.A.1.10.3	3.A.1.10.3	iron	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|P44513|3.A.1.10.3	35.110	3.60e-39	144	88	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1672666	1673595	transporter
gnl|TC-DB|GAD20700.1|3.A.1.103.7	3.A.1.103.7	phosphate	EX_cpd00009_e0	rxn05145,rxn09122	gnl|TC-DB|GAD20700.1|3.A.1.103.7	28.512	2.58e-23	95.5	92	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1653938	1653240	transporter
gnl|TC-DB|Q82VN5|3.A.1.10.4	3.A.1.10.4	iron	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q82VN5|3.A.1.10.4	27.645	2.96e-24	100	85	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1507880	1508707	transporter
gnl|TC-DB|Q82VN5|3.A.1.10.4	3.A.1.10.4	iron	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q82VN5|3.A.1.10.4	27.645	2.96e-24	100	85	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1507880	1508707	transporter
gnl|TC-DB|P30963|3.A.1.107.1	3.A.1.107.1	heme	EX_cpd00028_e0	rxn05148,rxn09115,rxn27591	gnl|TC-DB|P30963|3.A.1.107.1	31.250	2.47e-15	70.1	78	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	815263	814790	transporter
gnl|TC-DB|K6BJ24|3.A.1.107.4	3.A.1.107.4	heme	EX_cpd00028_e0	rxn05148,rxn09115,rxn27591	gnl|TC-DB|K6BJ24|3.A.1.107.4	32.749	9.77e-21	86.3	85	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	951540	951034	transporter
gnl|TC-DB|Q8TZQ3|3.A.1.1.16	3.A.1.1.1	arabinose	EX_cpd00185_e0	rxn10822	gnl|TC-DB|Q8TZQ3|3.A.1.1.16	33.115	8.80e-42	152	77	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1672645	1673520	transporter
gnl|TC-DB|Q8TZQ3|3.A.1.1.16	3.A.1.1.1	arabinose	EX_cpd00224_e0	rxn05173,rxn08139,rxn11063	gnl|TC-DB|Q8TZQ3|3.A.1.1.16	33.115	8.80e-42	152	77	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1672645	1673520	transporter
gnl|TC-DB|Q8TZQ3|3.A.1.1.16	3.A.1.1.1	galactose	EX_cpd00108_e0	rxn05162,rxn08573	gnl|TC-DB|Q8TZQ3|3.A.1.1.16	33.115	8.80e-42	152	77	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1672645	1673520	transporter
gnl|TC-DB|Q8TZQ3|3.A.1.1.16	3.A.1.1.1	glucose	EX_cpd00027_e0	rxn05147,rxn08606	gnl|TC-DB|Q8TZQ3|3.A.1.1.16	33.115	8.80e-42	152	77	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1672645	1673520	transporter
gnl|TC-DB|Q8TZQ3|3.A.1.1.16	3.A.1.1.1	maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q8TZQ3|3.A.1.1.16	33.115	8.80e-42	152	77	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1672645	1673520	transporter
gnl|TC-DB|Q8TZQ3|3.A.1.1.16	3.A.1.1.1	mannose	EX_cpd00138_e0	rxn13849	gnl|TC-DB|Q8TZQ3|3.A.1.1.16	33.115	8.80e-42	152	77	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1672645	1673520	transporter
gnl|TC-DB|Q8TZQ3|3.A.1.1.16	3.A.1.1.1	sucrose	EX_cpd00076_e0	rxn18575	gnl|TC-DB|Q8TZQ3|3.A.1.1.16	33.115	8.80e-42	152	77	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1672645	1673520	transporter
gnl|TC-DB|Q8TZQ3|3.A.1.1.16	3.A.1.1.1	trehalose	EX_cpd00794_e0	rxn10839	gnl|TC-DB|Q8TZQ3|3.A.1.1.16	33.115	8.80e-42	152	77	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1672645	1673520	transporter
gnl|TC-DB|Q8TZQ3|3.A.1.1.16	3.A.1.1.1	xylose	EX_cpd00154_e0	rxn05167,rxn09383	gnl|TC-DB|Q8TZQ3|3.A.1.1.16	33.115	8.80e-42	152	77	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1672645	1673520	transporter
gnl|TC-DB|P69874|3.A.1.11.1	3.A.1.11.1	putrescine	EX_cpd00118_e0	rxn05163,rxn09213,rxn11263	gnl|TC-DB|P69874|3.A.1.11.1	28.618	9.25e-23	96.7	75	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1743587	1744423	transporter
gnl|TC-DB|P69874|3.A.1.11.1	3.A.1.11.1	spermidine	EX_cpd00264_e0	rxn05175,rxn09263,rxn11262	gnl|TC-DB|P69874|3.A.1.11.1	28.618	9.25e-23	96.7	75	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1743587	1744423	transporter
gnl|TC-DB|P31134|3.A.1.11.2	3.A.1.11.2	putrescine	EX_cpd00118_e0	rxn05163,rxn09213,rxn11263	gnl|TC-DB|P31134|3.A.1.11.2	25.581	3.63e-23	97.8	77	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	566058	566936	transporter
gnl|TC-DB|Q97ZC0|3.A.1.1.15	3.A.1.1.15	trehalose	EX_cpd00794_e0	rxn10839	gnl|TC-DB|Q97ZC0|3.A.1.1.15	30.000	9.50e-19	83.6	79	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	542127	541336	transporter
gnl|TC-DB|P46903|3.A.1.115.1	3.A.1.115.1	sodium	EX_cpd00971_e0	rxn05622,rxn34391,rxn34513	gnl|TC-DB|P46903|3.A.1.115.1	35.961	7.68e-42	148	100	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1254977	1254372	transporter
gnl|TC-DB|Q7UQ83|3.A.1.115.2	3.A.1.115.2	sodium	EX_cpd00971_e0	rxn05622,rxn34391,rxn34513	gnl|TC-DB|Q7UQ83|3.A.1.115.2	36.232	6.70e-45	157	99	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1255028	1254408	transporter
gnl|TC-DB|Q8TZQ3|3.A.1.1.16	3.A.1.1.16	Maltodextrin	EX_cpd11976_e0	rxn11140	gnl|TC-DB|Q8TZQ3|3.A.1.1.16	33.115	8.80e-42	152	77	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1672645	1673520	transporter
gnl|TC-DB|Q97Q44|3.A.1.11.7	3.A.1.11.7	putrescine	EX_cpd00118_e0	rxn05163,rxn09213,rxn11263	gnl|TC-DB|Q97Q44|3.A.1.11.7	24.348	2.38e-11	59.7	80	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	542958	542287	transporter
gnl|TC-DB|Q97Q44|3.A.1.11.7	3.A.1.11.7	spermidine	EX_cpd00264_e0	rxn05175,rxn09263,rxn11262	gnl|TC-DB|Q97Q44|3.A.1.11.7	24.348	2.38e-11	59.7	80	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	542958	542287	transporter
gnl|TC-DB|Q87WH3|3.A.1.12.10	3.A.1.12.10	betaine	EX_cpd00540_e0	rxn05181,rxn08637,rxn11216	gnl|TC-DB|Q87WH3|3.A.1.12.10	32.714	2.53e-37	137	90	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	952398	951616	transporter
gnl|TC-DB|Q87WH3|3.A.1.12.10	3.A.1.12.10	choline	EX_cpd00098_e0	rxn05159,rxn08212	gnl|TC-DB|Q87WH3|3.A.1.12.10	32.714	2.53e-37	137	90	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	952398	951616	transporter
gnl|TC-DB|Q87WH3|3.A.1.12.10	3.A.1.12.10	glycine	EX_cpd00033_e0	rxn10862,rxn12799,rxn34108,rxn34109	gnl|TC-DB|Q87WH3|3.A.1.12.10	32.714	2.53e-37	137	90	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	952398	951616	transporter
gnl|TC-DB|Q87WH3|3.A.1.12.10	3.A.1.12.10	L-proline	EX_cpd00129_e0	rxn05165,rxn09187	gnl|TC-DB|Q87WH3|3.A.1.12.10	32.714	2.53e-37	137	90	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	952398	951616	transporter
gnl|TC-DB|Q8Q040|3.A.1.12.11	3.A.1.12.11	betaine	EX_cpd00540_e0	rxn05181,rxn08637,rxn11216	gnl|TC-DB|Q8Q040|3.A.1.12.11	30.744	7.88e-40	144	99	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	952488	951598	transporter
gnl|TC-DB|Q8Q040|3.A.1.12.11	3.A.1.12.11	glycine	EX_cpd00033_e0	rxn10862,rxn12799,rxn34108,rxn34109	gnl|TC-DB|Q8Q040|3.A.1.12.11	30.744	7.88e-40	144	99	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	952488	951598	transporter
gnl|TC-DB|Q8ZPK2|3.A.1.12.14	3.A.1.12.14	betaine	EX_cpd00540_e0	rxn05181,rxn08637,rxn11216	gnl|TC-DB|Q8ZPK2|3.A.1.12.14	28.070	2.75e-30	117	94	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	952416	951598	transporter
gnl|TC-DB|Q8ZPK2|3.A.1.12.14	3.A.1.12.14	glycine	EX_cpd00033_e0	rxn10862,rxn12799,rxn34108,rxn34109	gnl|TC-DB|Q8ZPK2|3.A.1.12.14	28.070	2.75e-30	117	94	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	952416	951598	transporter
gnl|TC-DB|P33360|3.A.1.12.15	3.A.1.12.15	betaine	EX_cpd00540_e0	rxn05181,rxn08637,rxn11216	gnl|TC-DB|P33360|3.A.1.12.15	46.281	1.41e-67	225	78	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	951576	950851	transporter
gnl|TC-DB|P33360|3.A.1.12.15	3.A.1.12.15	choline	EX_cpd00098_e0	rxn05159,rxn08212	gnl|TC-DB|P33360|3.A.1.12.15	46.281	1.41e-67	225	78	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	951576	950851	transporter
gnl|TC-DB|P33360|3.A.1.12.15	3.A.1.12.15	glycine	EX_cpd00033_e0	rxn10862,rxn12799,rxn34108,rxn34109	gnl|TC-DB|P33360|3.A.1.12.15	46.281	1.41e-67	225	78	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	951576	950851	transporter
gnl|TC-DB|Q45462|3.A.1.12.3	3.A.1.12.3	choline	EX_cpd00098_e0	rxn05159,rxn08212	gnl|TC-DB|Q45462|3.A.1.12.3	34.737	2.51e-48	169	91	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	952449	951604	transporter
gnl|TC-DB|O32243|3.A.1.12.4	3.A.1.12.4	betaine	EX_cpd00540_e0	rxn05181,rxn08637,rxn11216	gnl|TC-DB|O32243|3.A.1.12.4	35.926	8.94e-51	176	89	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	952404	951604	transporter
gnl|TC-DB|O32243|3.A.1.12.4	3.A.1.12.4	choline	EX_cpd00098_e0	rxn05159,rxn08212	gnl|TC-DB|O32243|3.A.1.12.4	35.926	8.94e-51	176	89	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	952404	951604	transporter
gnl|TC-DB|O32243|3.A.1.12.4	3.A.1.12.4	glycine	EX_cpd00033_e0	rxn10862,rxn12799,rxn34108,rxn34109	gnl|TC-DB|O32243|3.A.1.12.4	35.926	8.94e-51	176	89	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	952404	951604	transporter
gnl|TC-DB|O32243|3.A.1.12.4	3.A.1.12.4	L-proline	EX_cpd00129_e0	rxn05165,rxn09187	gnl|TC-DB|O32243|3.A.1.12.4	35.926	8.94e-51	176	89	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	952404	951604	transporter
gnl|TC-DB|Q9KKE1|3.A.1.12.6	3.A.1.12.6	betaine	EX_cpd00540_e0	rxn05181,rxn08637,rxn11216	gnl|TC-DB|Q9KKE1|3.A.1.12.6	34.615	1.18e-44	157	92	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	951543	950860	transporter
gnl|TC-DB|Q9KKE1|3.A.1.12.6	3.A.1.12.6	glycine	EX_cpd00033_e0	rxn10862,rxn12799,rxn34108,rxn34109	gnl|TC-DB|Q9KKE1|3.A.1.12.6	34.615	1.18e-44	157	92	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	951543	950860	transporter
gnl|TC-DB|Q9KKE1|3.A.1.12.6	3.A.1.12.6	histidine	EX_cpd00119_e0	rxn05164,rxn08718	gnl|TC-DB|Q9KKE1|3.A.1.12.6	34.615	1.18e-44	157	92	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	951543	950860	transporter
gnl|TC-DB|Q9KKE1|3.A.1.12.6	3.A.1.12.6	L-proline	EX_cpd00129_e0	rxn05165,rxn09187	gnl|TC-DB|Q9KKE1|3.A.1.12.6	34.615	1.18e-44	157	92	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	951543	950860	transporter
gnl|TC-DB|Q9KKE1|3.A.1.12.6	3.A.1.12.6	proline	EX_cpd00129_e0	rxn05165,rxn09187	gnl|TC-DB|Q9KKE1|3.A.1.12.6	34.615	1.18e-44	157	92	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	951543	950860	transporter
gnl|TC-DB|Q93A34|3.A.1.12.8	3.A.1.12.8	betaine	EX_cpd00540_e0	rxn05181,rxn08637,rxn11216	gnl|TC-DB|Q93A34|3.A.1.12.8	35.673	1.68e-73	249	99	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	953121	951598	transporter
gnl|TC-DB|Q93A34|3.A.1.12.8	3.A.1.12.8	glycine	EX_cpd00033_e0	rxn10862,rxn12799,rxn34108,rxn34109	gnl|TC-DB|Q93A34|3.A.1.12.8	35.673	1.68e-73	249	99	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	953121	951598	transporter
gnl|TC-DB|Q93A34|3.A.1.12.8	3.A.1.12.8	proline	EX_cpd00129_e0	rxn05165,rxn09187	gnl|TC-DB|Q93A34|3.A.1.12.8	35.673	1.68e-73	249	99	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	953121	951598	transporter
gnl|TC-DB|P23886|3.A.1.129.1	3.A.1.129.1	cysteine	EX_cpd00084_e0	rxn05237,rxn08280,rxn08281,rxn30473	gnl|TC-DB|P23886|3.A.1.129.1	27.214	9.09e-40	152	79	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	733530	732184	transporter
gnl|TC-DB|P06611|3.A.1.13.1	3.A.1.13.1	cyanocob(III)alamin	EX_cpd03424_e0	rxn05187	gnl|TC-DB|P06611|3.A.1.13.1	29.362	2.25e-29	112	98	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1415587	1416270	transporter
gnl|TC-DB|Q55035|3.A.1.1.32	3.A.1.1.32	glycerol	EX_cpd00100_e0	rxn29769	gnl|TC-DB|Q55035|3.A.1.1.32	28.840	7.00e-36	135	85	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1672681	1673568	transporter
gnl|TC-DB|G2SET5|3.A.1.132.14	3.A.1.132.14	Sulfate	EX_cpd00048_e0	rxn05153,rxn09276,rxn29239	gnl|TC-DB|G2SET5|3.A.1.132.14	34.259	7.86e-40	142	98	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1507949	1508590	transporter
gnl|TC-DB|Q52900|3.A.1.132.2	3.A.1.132.2	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|Q52900|3.A.1.132.2	27.974	1.66e-31	120	97	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1507871	1508776	transporter
gnl|TC-DB|G3LHY9|3.A.1.1.35	3.A.1.1.35	glycerol	EX_cpd00100_e0	rxn29769	gnl|TC-DB|G3LHY9|3.A.1.1.35	29.348	1.22e-30	119	75	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1672702	1673499	transporter
gnl|TC-DB|E2YHZ7|3.A.1.135.7	3.A.1.135.7	chloride	EX_cpd00099_e0	rxn18355,rxn18908	gnl|TC-DB|E2YHZ7|3.A.1.135.7	28.980	1.03e-63	224	81	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	733593	732169	transporter
gnl|TC-DB|P77279|3.A.1.139.2	3.A.1.139.2	iron	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|P77279|3.A.1.139.2	37.441	3.61e-29	110	98	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	282048	281437	transporter
gnl|TC-DB|P77279|3.A.1.139.2	3.A.1.139.2	iron	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|P77279|3.A.1.139.2	37.441	3.61e-29	110	98	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	282048	281437	transporter
gnl|TC-DB|Q01937|3.A.1.1.4	3.A.1.1.4	D-mannitol	EX_cpd00314_e0	rxn13853	gnl|TC-DB|Q01937|3.A.1.1.4	28.618	4.46e-38	141	81	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1672678	1673532	transporter
gnl|TC-DB|Q01937|3.A.1.1.4	3.A.1.1.4	lactose	EX_cpd00208_e0	rxn05598	gnl|TC-DB|Q01937|3.A.1.1.4	28.618	4.46e-38	141	81	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1672678	1673532	transporter
gnl|TC-DB|Q01937|3.A.1.1.4	3.A.1.1.4	maltodextrin	EX_cpd11976_e0	rxn11140	gnl|TC-DB|Q01937|3.A.1.1.4	28.618	4.46e-38	141	81	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1672678	1673532	transporter
gnl|TC-DB|Q01937|3.A.1.1.4	3.A.1.1.4	maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q01937|3.A.1.1.4	28.618	4.46e-38	141	81	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1672678	1673532	transporter
gnl|TC-DB|Q01937|3.A.1.1.4	3.A.1.1.4	melibiose	EX_cpd03198_e0	rxn18574	gnl|TC-DB|Q01937|3.A.1.1.4	28.618	4.46e-38	141	81	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1672678	1673532	transporter
gnl|TC-DB|Q01937|3.A.1.1.4	3.A.1.1.4	trehalose	EX_cpd00794_e0	rxn10839	gnl|TC-DB|Q01937|3.A.1.1.4	28.618	4.46e-38	141	81	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1672678	1673532	transporter
gnl|TC-DB|Q57130|3.A.1.14.11	3.A.1.14.1	iron	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q57130|3.A.1.14.11	41.987	8.57e-61	206	91	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1414589	1415503	transporter
gnl|TC-DB|Q57130|3.A.1.14.11	3.A.1.14.1	iron	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q57130|3.A.1.14.11	41.987	8.57e-61	206	91	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1414589	1415503	transporter
gnl|TC-DB|Q57130|3.A.1.14.11	3.A.1.14.1	molybdate	EX_cpd11574_e0	rxn05619,rxn08955	gnl|TC-DB|Q57130|3.A.1.14.11	41.987	8.57e-61	206	91	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1414589	1415503	transporter
gnl|TC-DB|Q99YA3|3.A.1.14.10	3.A.1.14.10	Ferrichrome	EX_cpd03724_e0	rxn05188,rxn08493	gnl|TC-DB|Q99YA3|3.A.1.14.10	31.650	4.71e-22	94.0	84	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1414619	1415500	transporter
gnl|TC-DB|Q57130|3.A.1.14.11	3.A.1.14.11	molybdate	EX_cpd11574_e0	rxn05619,rxn08955	gnl|TC-DB|Q57130|3.A.1.14.11	41.987	8.57e-61	206	91	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1414589	1415503	transporter
gnl|TC-DB|Q9RK11|3.A.1.14.13	3.A.1.14.13	iron	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q9RK11|3.A.1.14.13	31.801	5.12e-29	112	95	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1415533	1416309	transporter
gnl|TC-DB|Q9RK11|3.A.1.14.13	3.A.1.14.13	iron	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q9RK11|3.A.1.14.13	31.801	5.12e-29	112	95	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1415533	1416309	transporter
gnl|TC-DB|Q9A197|3.A.1.14.14	3.A.1.14.14	iron	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q9A197|3.A.1.14.14	30.165	3.74e-35	129	94	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1415533	1416255	transporter
gnl|TC-DB|Q9A197|3.A.1.14.14	3.A.1.14.14	iron	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q9A197|3.A.1.14.14	30.165	3.74e-35	129	94	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1415533	1416255	transporter
gnl|TC-DB|P40410|3.A.1.14.15	3.A.1.14.15	Iron	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|P40410|3.A.1.14.15	29.110	1.24e-27	110	86	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1414652	1415512	transporter
gnl|TC-DB|P40410|3.A.1.14.15	3.A.1.14.15	Iron	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|P40410|3.A.1.14.15	29.110	1.24e-27	110	86	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1414652	1415512	transporter
gnl|TC-DB|Q32AY2|3.A.1.14.18	3.A.1.14.18	iron	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q32AY2|3.A.1.14.18	37.895	1.63e-42	153	89	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1414667	1415500	transporter
gnl|TC-DB|Q32AY2|3.A.1.14.18	3.A.1.14.18	iron	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q32AY2|3.A.1.14.18	37.895	1.63e-42	153	89	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1414667	1415500	transporter
gnl|TC-DB|Q9S215|3.A.1.14.22	3.A.1.14.22	iron	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q9S215|3.A.1.14.22	32.231	4.80e-43	154	83	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1415533	1416255	transporter
gnl|TC-DB|Q9S215|3.A.1.14.22	3.A.1.14.22	iron	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q9S215|3.A.1.14.22	32.231	4.80e-43	154	83	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1415533	1416255	transporter
gnl|TC-DB|Q8EI19|3.A.1.14.23	3.A.1.14.23	cyanocob(III)alamin	EX_cpd03424_e0	rxn05187	gnl|TC-DB|Q8EI19|3.A.1.14.23	34.667	3.61e-38	142	78	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence	1414682	1415500	transporter
