Feature	DRR127488	DRR127524	DRR127535	DRR127537	DRR127546	DRR127552	DRR127588	DRR127619	DRR127628	DRR127672	DRR127707	DRR127713	DRR127721	DRR127724	DRR127728	DRR127731	DRR127736	DRR127748	DRR127751	DRR127752	DRR127755	DRR127756	DRR127762	DRR127776	DRR127777	DRR162775	DRR171467	DRR171469	DRR171474	DRR171477	DRR171487	DRR171506	DRR171517	DRR171523	DRR171527	DRR171568	DRR171580	DRR171645	DRR171654	DRR171724	DRR171725	DRR171726	DRR171727	DRR171733	DRR171737	DRR171741	DRR171745	DRR171747	DRR171755	DRR171762	DRR171763	DRR171765	DRR171770	DRR171771	DRR171773	DRR171777	DRR171779	DRR171782	DRR171783	DRR171786	DRR171791	DRR171796	DRR171798	DRR171801	DRR171802	DRR171807	DRR171810	DRR171812	DRR171813	DRR171816	DRR171817	DRR171821	DRR171829	DRR171833	DRR171834	DRR171838	DRR171840	DRR171843	DRR171845	DRR171855	DRR171856	DRR171890	DRR171917	DRR171919	DRR171921	DRR171923	DRR171925	DRR171928	DRR171930	DRR171931	DRR171933	DRR171934	DRR171935	DRR171936	DRR171938	DRR171939	DRR171941	DRR171942	DRR171943	DRR171948	DRR171950	DRR171951	DRR171952	DRR171953	DRR171954	DRR171957	DRR171959	DRR171964	DRR171965	DRR173016	DRR173017	DRR171460	DRR171465	DRR171489	DRR171493	DRR171504	DRR171511	DRR171522	DRR171534	DRR171537	DRR171540	DRR171541	DRR171544	DRR171548	DRR171549	DRR171550	DRR171551	DRR171556	DRR171557	DRR171558	DRR171561	DRR171574	DRR171597	DRR171618	DRR171622	DRR171627	DRR171658	DRR171664	DRR171668	DRR171670	DRR171675	DRR171677	DRR171681	DRR171682	DRR171690	DRR171692	DRR171695	DRR171696	DRR171701	DRR171705	DRR171706	DRR171708	DRR171709	DRR171728	DRR171730	DRR171731	DRR171734	DRR171735	DRR171738	DRR171739	DRR171740	DRR171744	DRR171749	DRR171753	DRR171759	DRR171760	DRR171766	DRR171768	DRR171769	DRR171780	DRR171781	DRR171785	DRR171789	DRR171790	DRR171792	DRR171795	DRR171797	DRR171799	DRR171806	DRR171814	DRR171815	DRR171818	DRR171820	DRR171824	DRR171831	DRR171832	DRR171839	DRR171841	DRR171846	DRR171847	DRR171848	DRR171851	DRR171860	DRR171861	DRR171867	DRR171869	DRR171873	DRR171874	DRR171875	DRR171878	DRR171880	DRR171881	DRR171884	DRR171887	DRR171892	DRR171893	DRR171896	DRR171898	DRR171901	DRR171904	DRR171906	DRR171907	DRR171911	DRR171916	DRR171945	DRR171947	DRR171949	DRR171958	DRR171960	DRR171961	DRR171963	DRR171966
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_disporicum_A	0	37	0	0	14	24	0	0	0	0	0	0	0	0	50197	289	0	0	53	575	28	5845	0	0	62	0	13	25	0	0	0	0	0	0	0	0	60	0	492	0	0	7998	0	387	230	1049	0	0	0	0	524	0	299	0	14	16	0	0	0	0	417	0	0	0	0	10	0	0	0	0	0	707	42	0	0	0	17	0	67	0	0	0	0	14	0	0	0	10	0	3410	1237	95	105	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	66	0	134	0	0	0	0	58693	0	0	0	53	0	0	6437	0	0	37	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	860	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	13	0	0	887	0	33	0	0	0	0	0	0	16	35	0	10	0	0	10	513	0	0	727	0	32	451	0	24	0	0	7588	0	0	0	0	0	0	0	0	0	0	122	0	0	0	3828	0	0	0	158	0	0	0	13	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_neonatale	24	0	13	15	0	0	494	0	20	35	0	11	24	990	30	0	0	41	10792	38	47	3304	53	0	41	0	174	72	0	0	0	0	24	12	0	0	0	0	181	0	24	446	96	51	232	0	0	99	82	14	0	0	10	19	24	32	18	39	38	311	230366	11	6700	14	3410	54779	27	0	37	0	302	107	25	87	0	275	85	10	17	0	21	0	241	0	16	0	0	162	27	14	31	0	45	33	0	27	14	0	0	17	25	0	41	16	17	17	0	28	13	0	7646	22	23	46	0	91	0	0	31	0	0	0	241	14	10	0	66	108	13	125	0	13	0	0	43	117	20	79	468	20	0	0	29	0	25	0	183	0	0	0	0	93	0	0	0	30	0	10	29	27	12	67	0	0	0	412	55	0	0	12	18	30	41	0	0	167	277	0	351	0	17	0	0	0	41	0	27	25	0	37	0	22	526	44	46	283	13	593	10384	85	10	732	32	20	0	0	0	71	0	40	0	90	0	0	139	31	201	39	0	617	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_nigeriense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_paraputrificum	0	0	0	7511	0	830	339	6693	0	0	0	0	386	0	238	0	0	0	16029	2662	17	223372	0	0	2656	0	33250	1087	0	0	0	239	0	0	0	0	0	0	0	4236	0	298	80	1465	543	0	0	0	0	0	1331	20470	0	0	0	251	0	0	0	75	90514	19	38	3689	0	2491	0	553	0	0	0	18	10569	0	0	0	2249	0	0	0	0	0	0	6924	0	14	0	135	0	0	73204	0	133	11	164	0	0	12	0	0	0	0	0	0	0	0	13	0	0	0	91926	0	0	0	308	4125	0	0	0	0	0	0	15	20	0	0	0	25	0	0	0	0	0	0	0	0	0	52	107	0	0	0	0	0	0	0	2970	148	0	0	0	208	0	0	0	0	0	0	144	0	0	0	20	0	0	191	0	0	0	34	0	0	0	0	0	536	0	0	7273	0	0	0	0	0	0	17876	0	30059	33	26	0	65	11	0	0	679	0	0	213	0	59	0	0	0	165	0	0	0	20	0	0	562	0	0	0	21	2311	0	0	0	52	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_saudiense	0	76	0	16	32	132	131	0	37	0	0	27536	133	0	168316	27320	0	11	141	3700	5902	9256	854	21	199278	0	37	45	0	182	42	0	0	0	0	0	5867	0	6391	12	1190	42149	2564	138	3350	5087	84	1031	0	0	0	19138	43	0	0	60	0	44	3362	0	20234	72	0	20067	0	0	0	2467	397	0	945	5614	82	43	0	0	203	51	789	0	0	0	0	5213	12	150	31	1542	1275	340238	34314	1738	49	0	995	0	234	0	0	76	0	0	11	0	21	38268	108	1591	40717	0	3142	0	18	242	68	5642	0	0	0	0	2158	0	651916	429	0	171	0	110	0	0	0	33	0	0	0	315	0	0	0	0	0	6289	0	0	0	0	1792	0	0	0	0	0	0	0	0	11	32	62267	365	14	0	10	82	0	28482	360	130	4599	0	0	0	290	0	0	0	68	0	89	604	0	12780	699	4217	0	3281	47762	11056	77398	10	11	0	21	8026	0	0	0	0	61	124	0	28700	0	102687	801	19	0	1631	67674	0	0	0	594	0	0	0	26622	395	0	49	48	288	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_septicum	0	0	0	0	0	0	0	454	0	0	0	350	0	0	874	0	61	0	49	0	0	4806	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	7265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp000435835	0	0	0	0	800	12	0	0	48	0	0	21	66	0	97	67	29	193	19393	355	339	660	0	381	125	0	0	15	0	0	151	0	0	186	0	0	0	0	1398	0	0	732	0	67	0	0	13	0	82	0	0	0	14	0	0	536	0	0	0	11	80	0	0	18	104	0	0	0	0	0	38	18	39	32	0	13	0	25	32	0	195	0	0	117	0	27	0	42	111	5160	16	23	0	0	4027	14	0	0	0	157	16	0	0	0	164	2347	19	0	19	0	67	12	643	412	0	441	0	0	0	0	0	0	414	52	0	0	62	14	0	0	19	0	0	0	0	0	1105	0	0	35	0	0	0	0	0	0	365	0	0	0	0	0	0	0	0	136	247	4834	0	0	0	13	41	0	0	56	149	0	0	0	64	2030	0	0	229	0	0	0	0	0	0	0	0	0	225	122	16	1828	0	1264	0	0	14	0	0	10	0	0	0	0	15	10	25	600	0	0	0	25312	0	0	0	115	0	0	10	193	18	31	2705	0	37	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp001916075	0	0	0	0	231	0	0	0	0	0	0	0	89	0	0	0	0	0	528	12839	19	175	0	105	0	0	0	0	0	0	0	0	0	2680	0	12	0	18	34	0	0	49	0	382	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	1855	0	0	0	0	0	0	0	0	0	0	0	454	21	0	0	0	20	832	0	0	0	0	2288	0	610	0	0	0	256	0	0	0	0	405	0	0	0	0	4722	0	0	0	0	451	713	0	0	0	0	67	0	0	0	0	30	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	7270	350	0	16	0	0	33	0	16	0	0	0	0	0	0	1998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	40193	0	0	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	620	0	0	0	31	0	0	0	278	0	0	62	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp900539375	8758	0	12	0	23	0	0	0	0	0	0	0	0	0	43	0	0	0	0	86	0	12	0	28	0	0	0	0	0	36	0	0	0	0	0	964	0	1214	0	0	19	0	0	0	0	0	14	10	23	0	0	0	0	12	112	30	22	0	26	0	0	0	0	0	0	0	0	0	31	0	0	0	2846	65	0	0	0	0	0	0	0	0	0	0	22	0	13	0	93569	39	0	0	727	0	40	106	0	0	0	12	0	0	0	150	235	0	0	0	0	0	35	0	8752	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1376	51	0	22	32	30	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	11	244	0	0	0	76	0	14	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp900540255	0	0	0	0	3202	88	40	0	65	0	0	0	57074	0	1124	18	0	19	19	2081	494	4456	0	79	744	568	27	1069	0	12	2781	75	0	41	0	0	41	0	0	12	1684	462	72	41	19	0	297	590	82	0	0	97	0	0	1931	3444	1280	0	0	413	217	6377	0	173	0	607	0	0	96	0	71	2498	5830	17750	0	0	0	7520	107	0	491	0	0	31	294	0	2955	520	3370	140	244	0	1941	0	851	0	0	17	111	48	298	0	1076	650	3073	210	11	0	2125	0	30551	0	0	0	0	115	0	0	552	72	0	0	9492	0	593	0	0	0	11	0	0	0	471	0	0	71	0	0	1115	309	0	109	0	112	0	72	35	1379	288	0	30	880	0	640	0	293	28	189	0	82	0	811	6763	760	13	0	3667	0	273	19	0	103	0	0	0	0	0	199	89	0	21	0	0	0	0	277	85	282	0	175	0	2036	128	0	0	0	99	0	675	561	95	494	164	948	523	0	44	39	0	47	0	8822	55	66	0	160	21	0	0	12	12	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp900543325	0	72	0	0	21	72	10	258	0	0	0	67	257	0	886	159	0	260	4564	247	3935	823	57	262	611	50	93	105	0	0	13	55	0	0	0	0	36	0	304	0	59	241	12	127	58	24	0	0	478	0	320	63	0	0	48	0	0	11	10	0	158	0	0	84	49	0	0	46	0	0	14	96	44	38	0	0	0	24	0	15	10	0	0	113	18	0	16	80	44	7155	244	82	18	0	40	0	0	0	0	17	13	0	0	0	0	559	100	15	763	0	217	0	0	44	0	2136	0	0	0	18	37	0	1887	0	0	16	0	0	58	0	0	0	0	0	12	0	12	17	15	19	0	21	0	0	0	0	113	0	0	0	83	0	0	0	0	0	0	504	0	0	0	0	28	0	99	221	19	41	11	0	0	14	0	0	0	26	0	475	15	0	50	39	15	0	352	72	35	634	0	0	0	50	44	0	0	48	0	0	0	0	102	0	531	5677	0	0	13	139	0	0	138	54	0	0	0	156	212	0	91	0	0	12
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp900547475	0	0	0	0	0	400	0	0	0	0	47	59	48	0	215	87	335	169	253	2270	1344	430796	66	14	377	0	196	7967	0	196	0	15	0	0	0	0	11	16	0	990	57	35228	23	1352	444	39	243	0	0	0	0	26	0	0	0	178	0	0	51	237	5283	0	45	23	0	0	0	991	0	0	39206	694	0	27	0	0	0	0	17	0	29	0	0	31	83	43	14	22330	17	154	2564	0	1027	183	0	0	0	19	10	24	0	0	33	0	0	240	1587	50	245	0	234	30	0	0	0	215	0	0	0	0	62	0	116	1875	0	0	0	0	0	26	0	0	0	0	18	16	306	0	0	43	0	29	10	0	20	0	15090	12	0	0	0	0	0	0	25	37	77	0	30	19	24	0	80	0	13	6632	236	0	0	0	117	20	0	0	1084	2259	23	0	23557	0	0	0	47	0	25	448	0	217	0	62	0	76	1132	12	0	170	0	0	10	16	0	0	446	431	0	998	164	453	0	72	0	1412	0	0	0	1938	122	16	14	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp900759995	0	0	0	0	22	0	0	0	0	0	0	0	0	29	143	12	26	12	28	27	0	473	0	27	24	0	0	17	0	0	0	0	0	0	0	0	0	0	10	220	13	43	0	0	73	137	20	0	41	0	0	42	0	0	28	88	24	12	14	110	42	0	0	13	0	0	0	0	0	0	20	10	0	0	0	0	479	0	0	0	0	27	43	0	0	0	0	152	0	40	29	0	58	0	0	0	40	0	56	20	45	0	0	0	60	22	0	0	36	0	26	57	22	0	0	0	13	0	0	0	0	0	130	0	0	287	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	11	0	0	0	10	0	292	12	11	0	0	0	724	0	57	182	60	0	0	15	0	31	0	105	24	35	0	15	0	0	0	938	0	0	24	0	0	0	0	0	0	17	0	0	0	0	20	0	13	0	0	0	0	0	0	14	0	43	0	0	0	81	0	0	0	13	0	0	0	0	62	0	0	71	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp900766315	12	0	0	0	0	0	0	10	0	0	0	0	78	0	857	162	0	47	100	2680	533728	26958	0	463	123	0	39	133	0	0	0	0	0	0	0	0	1532	0	0	0	0	1484	19	133	577	52	0	0	0	12	0	101	12	445	0	32	0	0	16	0	183	0	0	102	0	0	0	50	178	0	742	13884	12	129	0	0	0	0	0	0	0	0	0	24103	0	130	17	484	30	897	373	22	93	0	36	0	13	21	0	0	0	0	0	0	0	141	1457	0	221	0	232	0	0	21	0	495	0	0	0	0	0	0	20655	61	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	475	0	0	42	0	0	0	0	0	0	0	400	70	0	0	0	0	0	31	31900	0	19	0	0	0	15	0	0	0	19	0	177	734	0	104	0	24	0	17	190	89	5546	0	26	0	0	1748	0	0	0	0	0	0	0	97	0	737	3082	0	13	36	24	0	0	0	35	0	0	0	161	28906	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp900769625	243	477	0	54	19	0	0	0	0	0	0	0	0	0	23	0	0	0	77	2143	33	0	0	23	149	0	0	0	50	0	0	724	21	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	46	0	38	0	0	0	17	0	13	29	282	0	34	0	13	45	0	0	0	22	0	21	0	44	0	146	0	16	67	0	0	0	0	0	20	0	0	0	158	0	837	0	13	13	0	22	0	0	0	0	86	0	0	59	0	23	23	0	0	0	210	17	13	256	69	0	18	0	30	0	0	267	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	1424	0	0	0	36	90	0	70	0	0	0	0	19	95	0	0	0	0	0	0	47	12	0	0	26	0	0	0	0	0	129	0	224	0	0	12	0	0	0	0	0	0	0	0	0	15	0	0	0	104	0	178	78	23	0	0	0	0	0	0	18	0	0	0	0	47	0	0	27	0	0	0	0	0	0	0	93	13	14	0	0	16	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_tertium	0	0	0	0	0	0	0	0	0	0	0	0	359	0	0	0	0	0	1452	33	0	1761	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	10	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	5886	13	0	10	0	0	0	0	0	0	23	45	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	21	13	223	42	29	0	0	0	0	0	0	0	0	0	0	0	0	0	4814	0	0	0	0	31	0	63	0	50	363	0	0	0	0	0	0	4026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	34	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	30	0	0	59	19	0	12	30	0	0	0	86	0	0	16	0	0	0	0	0	0	0	121	0	58	0	0	0	0	0	0	0	67	35	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__MGYG000004699	24	0	0	57	0	0	0	0	16	0	0	0	0	0	0	0	0	0	151	0	0	79	0	14	10	0	14	0	0	0	0	0	0	0	0	0	0	0	12	0	28	0	0	0	0	0	52	0	0	0	93	10	0	0	0	0	0	23	0	0	549	0	23	0	55	256	0	48	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	122	0	55	24	0	0	0	0	0	0	0	0	10	0	0	0	0	0	10	0	0	0	56	0	0	0	0	67	0	0	0	0	0	0	59	0	0	0	0	0	33	0	0	14	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	69	81	0	12	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	12	21	0	0	0	0	48	15	51	0	0	41	0	0	0	0	19	34	278	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__MGYG000004852	155	122	73	0	1602	292	1753	294	0	0	21	3316	16870	0	21193	0	723	1443	17956	6960	93543	323599	0	2481	19841	0	9927	4928	0	305	500	0	0	0	18	64	1722	0	1503	0	432	34966	846	3323	841	2840	184	0	497	48	530	4925	0	117	482	0	623	136	1028	106	25895	2742	511	3028	2555	0	0	1068	0	0	17536	6032	7010	3458	19	0	0	1053	0	29	25	771	0	5475	45	0	542	14895	2126	54934	15089	0	2081	0	1486	0	108	0	0	0	86	0	388	836	460	5016	2699	359	4624	0	12053	0	0	2383	545	36180	0	0	98	0	0	0	122046	0	0	0	0	0	0	0	0	62	0	0	0	0	463	1342	41	588	0	0	0	85	0	0	13698	0	22	31	0	260	48	0	0	0	4499	7639	0	0	0	0	1331	0	3936	9097	743	612	87	33	0	0	0	58	0	4107	0	18656	0	0	0	0	0	0	2081	0	0	15742	0	11799	118	3124	2976	1206	32	0	0	85	0	0	4701	0	16996	331398	2524	61	0	11055	0	0	359	2563	0	0	0	4554	5800	26	0	338	82	142
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Eubacteriales|f__Anaerofustaceae|g__Anaerofustis|s__Anaerofustis_sp900549875	32	19	17	28	28	0	116	0	152	0	94	19	0	0	11	0	0	0	0	22	78	191	19	581	45	10	125	129	44	25	0	53	12	12	32	0	0	49	93	18	54	42	19	11	60	123	33	314	31	13	63	10	0	22	57	13	34	165	27	163	87	131	0	31	0	0	45	54	183	0	107	45	0	0	31	31	0	10	0	23	0	64	216	18	77	54	67	0	54	16	185	22	150	44	30	146	31	35	11	248	13	18	59	55	0	107	40	604	0	18	0	16	128	57	0	16	11	13	24	29	0	0	18	55	0	0	25	0	0	48	0	19	26	59	26	31	30	0	0	43	19	42	0	113	14	0	0	98	21	25	13	41	0	0	0	18	43	28	0	29	106	33	72	0	10	0	61	45	12	194	13	89	41	0	0	16	256	0	20	0	18	0	11	16	404	57	30	27	0	10	0	0	121	0	23	131	0	0	0	28	0	49	35	37	0	0	24	0	16	54	13	29	20	0	46	48	29	218	37	13	238	18
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Eubacteriales|f__Anaerofustaceae|g__Anaerofustis|s__Anaerofustis_stercorihominis	0	47	0	0	0	0	0	0	0	0	31	0	0	0	0	39	0	0	0	0	104	0	0	0	422	0	0	0	0	0	36	0	0	0	0	0	0	171	0	0	37	0	70	0	35	38	0	0	0	0	0	0	0	0	0	81	139	0	0	0	0	0	0	0	0	0	11	0	0	0	0	193	0	0	0	0	0	15	0	0	0	0	0	0	0	87	0	0	0	0	2910	0	1799	0	0	0	0	0	16	0	0	11	0	0	0	46	16	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	15	0	0	0	0	0	0	0	0	10	0	471	0	63	0	0	0	320	20	0	0	0	0	0	21	0	23	0	0	0	0	0	0	0	0	0	0	140	30	62	11	0	0	0	0	0	0	656	0	32	45	0	0	0	0	0	25	37	0	0	52	0	0	145	0	0	0	0	0	0	0	0	11	0	0	32	0	0	0	12	0	97	0	0	0	0	0	20	0	0	0	0	10	70	0	0	33	0	13	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_callanderi	743	16	129	0	71	0	56	0	65	12	12	363	0	13	11	520	0	25	0	184	61	98	65	0	297	842	0	1940	13	0	15	277	107	0	232	265	1007	328	71	374	228	424	661	73	450	16	0	2035	15	0	16	14	3333	66	13	255	64	500	0	73	22	59	28	47	329	0	28	11	59	0	74	103	0	2221	61	0	12	164	0	10	3578	19	1433	166	96	250	99	27	178	38	79	57	108	0	37	97	269	0	464	125	144	373	0	260	449	94	245	130	0	184	0	21	58	49	72	12	53	0	191	1839	50	20	0	500	193	230	14	0	52	75	0	0	39	340	5762	2039	155	32	265	38	30	1215	1999	2004	70	28	21	61	234	133	0	182	515	281	71	16	103	793	2531	667	658	16	428	15	794	55	944	837	11	132	3411	50	0	0	2524	661	3613	12	46	357	120	144	89	0	17	634	0	0	38	26	27	623	84	31	2858	17	220	942	0	18	12	0	0	0	10	5114	55	23	17	628	0	20	14	0	208	520	1511	7200	519	0	60	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	3342	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	20	0	0	23	0	15	267	0	928	0	0	12	0	4715	0	0	0	0	0	0	0	294	380	11	0	0	0	0	0	0	0	268	166	1862	0	0	0	0	0	202	530	0	73	0	0	0	551	0	0	118	0	0	0	0	49	0	24	0	0	46	0	0	0	0	0	0	0	0	225	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	1225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	209	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4957	205	0	0	0	12	0	0	0	0	333	0	270	50	0	0	0	109	41	245	0	0	3039	0	183	0	0	0	43	0	0	0	0	0	17	0	28	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	10	0	19	37	20	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_maltosivorans	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	60	0	0	0	0	17	0	0	0	0	0	0	0	0	15	13	0	0	0	0	0	0	56	0	0	15	0	0	0	0	79	13	1096	0	0	0	0	0	0	0	0	0	16	0	38	0	0	0	0	0	0	33	0	0	0	11	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	20	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	24	0	39	0	0	20	0	0	0	0	0	0	0	0	0	0	0	11	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	13	0	14	0	0	409	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Eubacteriales|f__Garciellaceae|g__Garciella|s__Garciella_sp900555725	0	10	0	0	159	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	193	175	0	0	0	0	53	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	20	0	0	0	29	284	55	0	0	0	0	24	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	14	0	22	0	0	26	0	0	0	206	113	25	0	0	21	0	0	0	0	0	0	120	0	0	0	123	0	0	0	0	0	0	11	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	10	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	31	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0
